,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
5891,Tata Indigo CS eGLX BS IV,2015,83000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,2700
3934,Tata Indigo CS eGVX,2015,103000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,3000
2437,Tata Indigo CS Emax CNG GLX,2015,75000,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,5,3250
2110,Tata Indigo CS Emax CNG GLX,2014,41000,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,5,3250
4144,Tata Indigo CS eVX,2016,52000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5,2400
1006,Tata Indigo CS eVX,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,2800
2836,Tata Indigo CS eVX,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5,2000
2141,Tata Indigo CS eVX,2016,78000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5,2350
4398,Tata Indigo CS LX (TDI) BS III,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5,2700
2618,Tata Indigo CS LX (TDI) BS III,2008,128813,Diesel,Manual,First,19.09 kmpl,1396 CC,69 bhp,5,1500
3011,Tata Indigo eCS eLS BS IV,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,2300
920,Tata Indigo eCS eLX BS IV,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,2500
3988,Tata Indigo eCS eLX BS IV,2013,31000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,2700
4533,Tata Indigo eCS GLE BSIII,2013,70000,Petrol,Manual,Second,15.4 kmpl,1193 CC,65 bhp,5,1500
204,Tata Indigo eCS GLX,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,1500
2952,Tata Indigo eCS LS (TDI) BS-III,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5,2700
1054,Tata Indigo GLE,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,4500
3551,Tata Indigo GLE,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,800
3649,Tata Indigo LS,2008,300000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,1000
535,Tata Indigo LS,2005,108000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,1000
3457,Tata Indigo LS,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5,1600
319,Tata Indigo LS Dicor,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,1250
1307,Tata Indigo LX,2015,78008,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,2900
5492,Tata Indigo LX,2012,50123,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,1900
304,Tata Indigo LX,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,2580
3418,Tata Indigo XL Classic Dicor,2011,80000,Diesel,Manual,First,23.57 kmpl,1396 CC,70 bhp,5,1200
5844,Tata Indigo XL Grand Petrol,2008,52000,Petrol,Manual,Second,12.85 kmpl,1396 CC,99.6 bhp,5,1300
1365,Tata Manza Aqua Quadrajet,2010,100030,Diesel,Manual,Second,18.8 kmpl,1248 CC,90 bhp,5,1600
2739,Tata Manza Aqua Quadrajet BS IV,2014,50446,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,3540
466,Tata Manza Aqua Quadrajet BS IV,2013,47000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,2950
2949,Tata Manza Aura Plus Quadrajet BS IV,2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,90 bhp,5,1400
2944,Tata Manza Aura Quadrajet,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5,2700
4310,Tata Manza Aura Quadrajet BS IV,2011,86500,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5,1800
4621,Tata Manza Aura Quadrajet BS IV,2011,70259,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,2950
3286,Tata Manza Aura Quadrajet BS IV,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,2590
1208,Tata Manza Aura Safire,2010,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,1350
1019,Tata Manza Aura Safire BS IV,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,5,1850
350,Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,2900
1488,Tata Manza Club Class Quadrajet90 LX,2013,64000,Diesel,Manual,Second,21.02 kmpl,1248 CC,88.76 bhp,5,2650
1539,Tata Manza ELAN Quadrajet BS IV,2012,148000,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5,2900
338,Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,3400
4561,Tata Nano Cx BSIV,2014,42083,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,1680
1713,Tata Nano Lx,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,4,440
1458,Tata Nano LX,2013,4700,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,1200
1801,Tata Nano Lx BSIV,2012,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,1380
761,Tata Nano Lx BSIV,2011,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,1600
41,Tata Nano LX SE,2014,19698,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,1530
4965,Tata Nano STD SE,2012,80000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,530
112,Tata Nano Twist XT,2014,25500,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,2150
5050,Tata Nano Twist XT,2014,18050,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,1000
5474,Tata Nano Twist XT,2015,30676,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,2900
2645,Tata Nano Twist XT,2015,19963,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,1740
5387,Tata Nano Twist XT,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,2130
3157,Tata Nano Twist XT,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,1600
523,Tata Nano Twist XT,2014,18000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,1000
4341,Tata Nano XT,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4,3470
2322,Tata Nano XT,2011,50000,Petrol,Manual,Second,23.9 kmpl,624 CC,37.48 bhp,4,750
5377,Tata Nano XTA,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624 CC,37.48 bhp,4,2380
1322,Tata Nano XTA,2016,5240,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,3600
3665,Tata Nano XTA,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,3410
4500,Tata Nano XTA,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,2800
4367,Tata New Safari 4X4 EX,2007,120203,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7,3500
1027,Tata New Safari DICOR 2.2 EX 4x2,2011,77000,Diesel,Manual,Second,11.57 kmpl,2179 CC,138.1 bhp,7,3500
1063,Tata New Safari DICOR 2.2 EX 4x4,2007,103000,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7,3600
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7,3750
5217,Tata New Safari DICOR 2.2 VX 4x4,2009,120000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7,3000
5080,Tata New Safari Dicor EX 4X2,2011,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.1 bhp,7,2750
5738,Tata New Safari EX 4x2,2011,80000,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,7,5500
4877,Tata Nexon 1.2 Revotron XZ Plus,2018,17477,Petrol,Manual,First,17.0 kmpl,1198 CC,108.5 bhp,5,9620
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,9220
3016,Tata Safari DICOR 2.2 LX 4x2,2011,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,138.03 bhp,7,4500
2300,Tata Safari DICOR 2.2 LX 4x2,2012,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.03 bhp,7,4600
5149,Tata Safari Storme 2012-2015 EX,2017,28000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,10910
736,Tata Safari Storme 2012-2015 LX,2015,40611,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,8150
5500,Tata Safari Storme 2012-2015 VX,2014,90000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,8000
3672,Tata Safari Storme 2012-2015 VX,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,8250
2362,Tata Safari Storme Explorer Edition,2014,80000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,6000
3141,Tata Safari Storme VX,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7,10000
315,Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,1500
917,Tata Sumo DX,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10,5250
1949,Tata Sumo EX,2014,66000,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,4450
4818,Tata Sumo EX,2015,84931,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,5290
3224,Tata Sumo EX,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7,4850
5262,Tata Tiago 1.2 Revotron XM Option,2016,5400,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,3980
5987,Tata Tiago 1.2 Revotron XT,2017,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,5110
2239,Tata Tiago 1.2 Revotron XT,2016,42700,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,3600
4748,Tata Tiago 1.2 Revotron XT Option,2019,16698,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,5850
5769,Tata Tiago 1.2 Revotron XZ,2019,20712,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6940
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,16500,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,5000
4968,Tata Tiago AMT 1.2 Revotron XZA,2018,2000,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,5000
2595,Tata Tiago AMT 1.2 Revotron XZA,2019,15379,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,6970
2877,Tata Tigor 1.05 Revotorq XZ Option,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5,7460
3036,Tata Tigor 1.2 Revotron XT,2018,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5,4950
1161,Tata Tigor 1.2 Revotron XTA,2018,1000,Petrol,Automatic,First,20.3 kmpl,1199 CC,84 bhp,5,6850
2883,Tata Venture EX,2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8,2500
1598,Tata Xenon XT EX 4X2,2017,1000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5,7500
397,Tata Xenon XT EX 4X2,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5,3500
277,Tata Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,3750
5905,Tata Zest Quadrajet 1.3 75PS XE,2016,125000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,4600
5111,Tata Zest Quadrajet 1.3 75PS XE,2017,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,3750
290,Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,5250
2970,Tata Zest Quadrajet 1.3 75PS XM,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,5000
1529,Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5,6690
5133,Tata Zest Revotron 1.2 XT,2015,27000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,5270
1080,Tata Zest Revotron 1.2 XT,2014,40000,Petrol,Manual,First,,1193 CC,88.7 bhp,5,3950
1495,Tata Zest Revotron 1.2 XT,2015,7445,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,5000
5279,Tata Zest Revotron 1.2T XE,2017,65000,Petrol,Manual,First,17.57 kmpl,,88.7 bhp,5,4800
81,Tata Zest Revotron 1.2T XE,2017,70000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,4500
2667,Tata Zest Revotron 1.2T XE,2017,100000,Petrol,Manual,First,17.57 kmpl,1193 CC,,5,4250
2464,Tata Zest Revotron 1.2T XE,2017,47000,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5,4500
5181,Tata Zest Revotron 1.2T XM,2015,39208,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,4520
5384,Tata Zest Revotron 1.2T XM,2014,36000,Petrol,Manual,First,17.57 kmpl,1193 CC,,5,3700
3168,Tata Zest Revotron 1.2T XM,2017,48198,Petrol,Manual,First,17.57 kmpl,,88.7 bhp,5,4650
1412,Tata Zest Revotron 1.2T XM,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,4000
5448,Tata Zest Revotron 1.2T XMS,2014,23500,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5,3900
4297,Toyota Camry 2.5 G,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5,13500
1245,Toyota Camry 2.5 Hybrid,2018,17585,Petrol,Automatic,First,19.16 kmpl,2494 CC,157.7 bhp,5,32000
501,Toyota Camry A/T,2008,80000,Petrol,Automatic,Second,12.1 kmpl,2362 CC,164.7 bhp,5,3430
899,Toyota Camry Hybrid,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,32000
6009,Toyota Camry Hybrid,2015,33500,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,19750
2199,Toyota Camry Hybrid,2015,25000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,25000
2432,Toyota Camry Hybrid,2016,29277,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,27000
2207,Toyota Camry W4 (AT),2010,62714,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,4500
4050,Toyota Corolla 1.8 J,2009,60000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5,2250
5083,Toyota Corolla 1.8 J,2011,67422,Petrol,Manual,Second,14.53 kmpl,1798 CC,138 bhp,5,3550
4421,Toyota Corolla 1.8 J,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5,11000
1230,Toyota Corolla Altis 1.4 DG,2012,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,6500
3501,Toyota Corolla Altis 1.8 G,2016,16471,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5,11500
1455,Toyota Corolla Altis 1.8 G,2010,93000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,4500
3901,Toyota Corolla Altis 1.8 G CNG,2010,63000,CNG,Manual,Second,14.53 km/kg,1798 CC,138 bhp,5,3350
5959,Toyota Corolla Altis 1.8 G CVT,2010,109703,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5,4000
5172,Toyota Corolla Altis 1.8 GL,2015,53920,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,10770
4022,Toyota Corolla Altis 1.8 GL,2009,32000,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5,4950
1826,Toyota Corolla Altis 1.8 GL,2012,83184,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,6220
4392,Toyota Corolla Altis 1.8 Limited Edition,2015,49000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,8950
569,Toyota Corolla Altis 1.8 Sport,2010,31000,Petrol,Manual,First,12.5 kmpl,1794 CC,132 bhp,5,5000
1226,Toyota Corolla Altis 1.8 VL CVT,2017,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,18000
3075,Toyota Corolla Altis 1.8 VL CVT,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,16950
1497,Toyota Corolla Altis 1.8 VL CVT,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,17490
5419,Toyota Corolla Altis 1.8 VL CVT,2016,82725,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,11990
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,6450
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,2013,55101,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,8400
4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,2012,54000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,7500
4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,2015,43000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,12500
1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794 CC,138.1 bhp,5,3410
1468,Toyota Corolla Altis Aero D 4D J,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364 CC,138 bhp,5,5750
2217,Toyota Corolla Altis D-4D G,2013,81504,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,6530
377,Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,16500
4971,Toyota Corolla Altis D-4D GL,2014,74219,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,10750
4469,Toyota Corolla Altis Diesel D4DG,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,5990
3083,Toyota Corolla Altis Diesel D4DG,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,5870
4625,Toyota Corolla Altis Diesel D4DJ,2011,89401,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,4500
3564,Toyota Corolla Altis G,2009,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,3300
3070,Toyota Corolla Altis G,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,5,3000
3972,Toyota Corolla Altis G,2008,44738,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5,5100
5801,Toyota Corolla Altis G,2013,64000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,5200
45,Toyota Corolla Altis G AT,2016,52001,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,10110
4394,Toyota Corolla Altis GL MT,2016,33690,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,14600
3197,Toyota Corolla Altis GL MT,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,10500
4114,Toyota Corolla Altis JS MT,2015,46000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,6950
3950,Toyota Corolla Altis VL,2010,60000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5,4650
1154,Toyota Corolla Altis VL,2010,70200,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,5000
5227,Toyota Corolla Altis VL,2008,110000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5,2750
1173,Toyota Corolla Altis VL,2008,89000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,4000
3421,Toyota Corolla Altis VL AT,2014,59000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,11500
601,Toyota Corolla Altis VL AT,2018,1331,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,20000
1235,Toyota Corolla Altis VL AT,2015,68000,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5,9750
2487,Toyota Corolla DX,2003,70000,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5,1700
658,Toyota Corolla Executive (HE),2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,3000
4250,Toyota Corolla H2,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5,1800
1910,Toyota Corolla H2,2008,63000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,2050
5463,Toyota Corolla H2,2005,79012,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,2640
336,Toyota Corolla H4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,2500
2336,Toyota Corolla H4,2004,160000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,1500
4085,Toyota Corolla H4,2005,83929,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,2600
341,Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,2800
988,Toyota Corolla H4,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,2450
5632,Toyota Etios 1.4 VXD,2018,3000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,7900
5614,Toyota Etios Cross 1.4 GD,2018,43127,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,6850
4045,Toyota Etios Cross 1.4 GD,2017,42000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,6250
2224,Toyota Etios Cross 1.4L GD,2016,36681,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,6710
4695,Toyota Etios Cross 1.4L VD,2014,57464,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,5750
5260,Toyota Etios Cross 1.4L VD,2014,62322,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,4900
2999,Toyota Etios G,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,2800
517,Toyota Etios G,2013,27075,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,4950
4358,Toyota Etios G,2011,45560,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,2200
1306,Toyota Etios G,2012,60000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,3100
757,Toyota Etios G,2013,42103,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,3250
3412,Toyota Etios G,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,4570
5862,Toyota Etios G,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5,4050
3870,Toyota Etios G Safety,2011,36000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,3200
1719,Toyota Etios G Safety,2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,3990
3250,Toyota Etios G SP,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,4700
366,Toyota Etios GD,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,3250
3898,Toyota Etios GD,2013,46496,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,5300
5985,Toyota Etios GD,2013,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,3880
2262,Toyota Etios GD,2012,58253,Diesel,Manual,Second,23.59 kmpl,1364 CC,null bhp,5,4450
934,Toyota Etios GD,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,2950
2107,Toyota Etios GD,2015,116000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.05 bhp,5,5800
2393,Toyota Etios GD,2012,150000,Diesel,Manual,Third,23.59 kmpl,1364 CC,null bhp,5,3000
1191,Toyota Etios GD SP,2016,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,6550
106,Toyota Etios Liva 1.2 G,2014,53000,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,3900
5527,Toyota Etios Liva 1.2 G,2015,64005,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,4570
3430,Toyota Etios Liva 1.2 G,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,5,3750
1797,Toyota Etios Liva 1.2 VX Dual Tone,2019,20877,Petrol,Manual,First,18.16 kmpl,1197 CC,78.9 bhp,5,7270
3334,Toyota Etios Liva 1.4 GD,2013,84000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,3850
3757,Toyota Etios Liva Diesel,2014,59589,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,5600
3779,Toyota Etios Liva G,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,4560
2936,Toyota Etios Liva G,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,4200
829,Toyota Etios Liva G,2012,29605,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5,2440
4156,Toyota Etios Liva G,2014,80102,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,3500
2441,Toyota Etios Liva G,2011,42118,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5,2190
4354,Toyota Etios Liva GD,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,2650
1068,Toyota Etios Liva GD,2012,225000,Diesel,Manual,Second,23.59 kmpl,1364 CC,null bhp,5,2600
3781,Toyota Etios Liva GD,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,5270
3307,Toyota Etios Liva GD,2013,64000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,3100
4080,Toyota Etios Liva GD,2011,74000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,3600
5000,Toyota Etios Liva GD SP,2015,69189,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,5300
207,Toyota Etios Liva GD SP,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,3000
2264,Toyota Etios Liva V,2012,24500,Petrol,Manual,Second,18.3 kmpl,,,,2950
